"identifiantUnique","nombreAbonnes"
"UCfGfdZuYifBYb1fmZcL1JBQ",2940000
"UCR0oSZewpS4gjJeOfAVwvZg",16500
"UCwBbiPvfinN_h-0LOiW0gsQ",22100
"UCLdPUOIBv-O0mTWtUBaQNtg",742000
"UCmVd5t3M0A7Ovu2wITvrPHw",345000
"UC4KNaxI_BPZM0exdYHnrY7Q",1430000
"UCH9YylFo2zGdVmww--TyUEw",444000
"UCi0EzMkJRa9qAM19TAxOCNg",382000
"UCHLqIOMPk20w-6cFgkA90jw",10400000
"UCjVd6vTuoAYLFYvX5TSK1aA",2150000
"UCprm-Y0RHlqQdJdr46B2pwQ",433000
"UC43yfKomh6rmzvFvzx3vm_g",106000
"UC2bxGXFgyCS73exzJ_i0zww",63100
"UCwntQaFoIyCttnJ1FNwK12Q",416000
"UC-FakC7zfSV2bWnCjjwDxGw",50700
"UC18XBr_BmHPEv5Gd0mvAzWg",23000
"UCPKWE1H6xhxwPlqUlKgHb_w",6580000
"UCqFrAZ1xHxvzgGr8nzBlCaw",3080000
"UC6n8I1UDTKP1IWjQMg6_TwA",3230000
"UCG4Hp1KbGw4e02N7FpPXDgQ",231000
"UCldfgbzNILYZA4dmDt4Cd6A",1150000
"UCyvOTNHEoYjbkFeXoRxpQDw",70500
"UCFrcVAZNNDhWZcqzYwRH1og",234000
"UC-3jIAlnQmbbVMV6gR7K8aQ",1470000
"UCm7lHFkt2yB_WzL67aruVBQ",6740000
"UCFgk2Q2mVO1BklRQhSv6p0w",2280000
"UCRlvF4jIeBWqXJDGNXfPyVw",1270000
"UCHFTKK_YEb5_IydUaBwYzMA",228000
"UC4F0wrbgCukczl4QVOwDAMQ",17800
"UC1KhQGS_pIdKrSa1m2oYwjQ",477000
"UC7yBbkgX4bFPPHEj5IaSzhg",11300
"UC52X5wxOL_s5yw0dQk7NtgA",2770000
"UC90n5VHoRZByQE8Q2GUj3bw",217000
"UCPzhJI1UB6nenhtZf3QCwrg",12600
"UCUSOXGGU0yLUVvA_hcPwXRQ",978000
"UCx790OVgpTC1UVBQIqu3gnQ",32500000
"UCyps-v4WNjWDnYRKmZ4BUGw",14900000
"UCG-0L8h7V9kAsDGNLw50Jlg",830000
"UC0wLHSQpI-0yKA62aYedyQw",21100
"UCmaab48XmPX_09WyBAZuCcQ",100000
"UCm07HBfff0gh-8W10NFpuSg",47100
"UC673WfesrYoCgG9VsekGlEQ",180000
"UCnO6IV8I4wZ5bc8bpDMBDWQ",84100
"UCuM4nKmnmXP_tuZjKN_KIww",31000
"UCYBARVyitZWkFKovnC2jf2g",333000
"UCmKjMXJbTeo1UJeZ3ug9xrw",558000
"UCSZxaHGo1OEs06vQumIooug",363000
"UCUwwNXidmmSMkismLKO0xuw",257000
"UCVK5hI4rjWfOEyPVdevt-hA",43700
"UC1H17ZNB1YBENMxTCEE9g9A",60300
"UCG70W3nzRJ2ILbL8orxkBJQ",543000
"UCKH3qnd0aDehe8gWopsn3HQ",368000
"UCKmfvy1MyoQBRkGW-DkxWkg",16000
"UCy5D7J_eEUTEdfHKc6yEwGw",237000
"UCsyxqzJGL20zRlnmD2bkPqg",1600000
"UCgBidQco5YeSjIZxLiBh2sw",2620000
"UCEwdku_NwSir1a35QAtBUzg",39600
"UC_gUM8rL-Lrg6O3adPW9K1g",8640000
"UCuFet1HkMBqSGBuH9UN7RjQ",316000
"UCkMHIddlYhgF_1Ap7cEKT6w",162000
"UCuXIGnoE3gaffw4oaJYnIMw",2540000
"UCFk9wUM4gCHU-AeMmztBsVA",154000
"UC3PUVOrRKQBAjtkXrK-TEUg",27900
"UCdkQzfvvGV5BdVmsPUNi4Dw",292000
"UCiCiyw4RnMBl7ti41GzJqHA",698000
"UCtZlE1XQXHIaqpkgJmGe3sg",24200
"UCMa9jZax_f-POnwGyupWkdA",302000
"UCU5YvfBFeuOAgaYZuJbTJ7g",143000
"UCBoD9qWJVIwuqFMpImiqqDw",465000
"UCK5cTdhg_11doXHFeeRsOPQ",88400
"UCh5A62uLT7VSPkO-Qc_QTdg",822000
"UCVAwq-v57e-oPXIwT4rlH2w",448000
"UC7D8PoYndoMnt9OVg8Zj6QQ",
"UCGhLb5290mYW8Q__XFD5NfQ",8830
"UCa-vioGhe2btBcZneaPonKA",3490000
"UCb_WNWwi1d2NTBI4zQ-O6GQ",69700
"UCW2JcUbafBUzIYP6X1-3YJQ",158000
"UCpG3RdDdXWC9mna8aKiSjCA",137000
"UCBKHJUAVlEEBp7NuE9e9j8w",16100
"UCfMVFAGlwrWU_zSm0gLusAA",673
"UCm1m0zT2l43use6aImAD1pA",27300
"UCgYBc1730AWJ6_CYYUD-efw",1340
"UCft-Vjck7duaH2124BD8Fqw",18300
"UCtnywcYfNwKofWKWF7rdjUw",3940
"UC6dUXXS0cfkXYz1y6FhDVDA",272
"UCN2IWwjVxh4vOnMbnjiM8Hw",28000
"UCat88i6_rELqI_prwvjspRA",4910000
"UCQIycDaLsBpMKjOCeaKUYVg",4280000
"UCAjBd-r8JWfnRjfhg23nqLQ",2740000
"UCbxyVpgarogG3vhdn3ZKSxg",14
"UCKh2nOrPXCW4nXuhr_ZTIzg",320000
"UCooTDp-fERMGRHIQ4VL4qlg",553000
"UCSq4cUuCl6dDPmHrqwx6uHg",115
"UCT93QxmOaXEBKbHOYwbCidQ",18000
"UCpPwodiYc4ceaqEBB54trHQ",1090000
"UCI64UNunsXfaDZgVhsAI2tQ",142000
"UCz6nt_UIV7gCM3_OJ0114PA",179000
"UCnPcwiddlvn00a76cTk_9SA",14000
"UC5jPfuNfjIaeDouFqfYaFSA",146000
"UCozM2iPT1eJ0jvMtpyiUSxA",116000
"UC7c6rvyAZLpKGk8ttVnpnLA",5870
"UCgCvC2xJjzVRfk1TFbruNMA",115000
"UCEBXA9BW3zEzq8Q9QOLMVWA",133000
"UCIy_mMwdwbC6GkRSm6gqo6Q",29100
"UC2rLSYDm92QMytS9yIkT8UQ",237000
"UCNXsfhIySc7qUuk_Of8jqIQ",192000
"UCVkXfARLNI0vf7gajoDDjlw",4730000
"UCtIMVVoTw6rrlOrDn6y644Q",1490
"UCoi3aLlLa6xs0A1QwR_7oxA",73500
"UC_cVV9JriKgIZrtu43lYQhw",20300
"UCFFogKrKpOPZNvXdJRyAeXw",57200
"UC6UKe3s0y7grvaBRJEDHfcA",46600
"UC5M_h2S8Ldoc9M6f7B-_m6A",11000000
"UC7i0INhHhU1rguEiGi0Qi-w",3790
"UCalcFcqOC_UdfxQAPHhwOqg",1330000
"UCwmN5lmbQUkwi-_oXPfh3SQ",68600
"UCYUbNjkuE4lsr2v1Id2O1oA",456000
"UC2mQ7x6K74NBfmxBoMwZCnw",459000
"UC4pE6EhXYW6eoovmi0pxK6Q",3160
"UC_rbrOKuvVr4LldZN4sVT0g",41000
"UCAXXiKDzLl8GmG0bqF05WvA",89
"UCLSmycWCZ2yzjIk1Zn74X6g",336000
"UC1UtOZ-hu1FRGYz6qtvQjFw",7220
"UCVUCIzH4XYIWS5xOIxKF0Vg",2360000
"UCu0W4qVWFwNWUvknQGxapnw",1410000
"UCn2194kOSt6CpIinh2UcL3w",180000
"UCiiMIPe9sG2B9yl9g5y8MhA",293
"UCW7gxdcCY7rDteu3VRj7K3w",49700
"UCmubOD8Nem4wYO7lqF1e0kw",637000
"UCeXw_AS7YlosG0FlG8lRnfA",203000
"UCqXPIamLfetSGPThmZy0zhg",93700
"UCqFqGuiT4WAhva7-YfCvmxg",961
"UCOE42duvEjXG48b6BtOFBGA",63800
"UC3R2Kaeph9Gasq-Sjuub4xw",22900
"UCxYoShcfPZ1cxydh9w8pVbw",36800
"UCpvubI6yonmFkS77SdMIX8g",4170
"UCCoasui5TSPHgn_ThDLiuGQ",1630
"UCbShavGeOHnfiKn2qsYSv2A",1090000
"UC7oYS372TKAJ8dpaBlMNwjw",263000
"UCBg4K0GXluxYIJO4AEmVIGg",4170
"UCmNSSt8MI2In5Y-gBFVexVQ",43300
"UCWFCLRELjis8dUfz6TgR25g",114000
"UCo5an8fJGNDIB8mV_1PBXqw",896000
"UCpN-WGQgGsOrXm7nHXDdTDA",17700000
"UCBugd2yQNL4TNwHdA56GdnA",1910000
"UCO9t74Xr_2xoZ-GgTv3YrgQ",898
"UClUu3autEGuQdgtrqefGTyg",443000
"UC6U2o831m3J3vJeC9v4hR8w",2730
"UCz_3xlMTVUYYTQqCfh9lD7w",208000
"UC9oOvCsrSGpX1Hl2cIJXYLw",66100
"UCC-RHF_77zQdKcA75hr5oTQ",23200000
"UCSgeCjcPYYZXR62Cykv43sA",840000
"UCCAgrIbwcJ67zIow1pNF30A",126000
"UCy3Wz8PfxsypmYdzS3vfHzA",1680
"UCntnnJAFIWWPaiwpRmDa-Hg",82800
"UCW0uwJNcMTiOFXXgyS2no4g",1340000
"UCGHCDvaPEwInsYMuzpbkxjA",743000
"UCvAgmmTWvTqdBKCH44SXnWg",492000
"UCEMvM8UvVOmbpgn_1hTyKYA",206
"UCDRdPzo9qB5xwQNJsC0n9lg",2770000
"UCzR6zrBt37TB5eP5WzsO1Ow",519000
"UCnTwI1fbhNfxsTzdiyu3RAA",200000
"UClQF0l-Gri3bKwpB442U4AQ",5250
"UCYKMzkJAbEJ0UJGJZP7Ew1Q",94100
"UCwQOKgQ-2k4Ar7QFcF0EcTg",2920000
"UCRM68C2-_yL08m9SLKLFQfQ",354000
"UCYQBr87eWXSU-KUGuOMGFsg",114
"UCZ_jz41P3-LkGHy02_1dRSA",11900
"UCy7-bP-ZFUEalTXYkAKrCeA",10300
"UC9pdRyCVY9foIQid-YDjm4Q",56800
"UCu9ZPJwTyaf5RRuPgFBX3Aw",1540
"UCGE2ndyQmVcg1QZWCKZ_3lg",85600
"UCd6ggwYxK5a9B7qH74uiUww",368000
"UC-ULsqsUW_UB1F6i2rOo_uQ",427000
"UCSmNtj5yLZ-WvwqrrMiTYvw",195000
"UCeBQ24VfikOriqSdKtomh0w",164000
"UCRm96I5kmb_iGFofE5N691w",39700000
"UCTz8K5TMmkQkRArybXfoVDg",1810000
"UCx27Pkk8plpiosF14qXq-VA",7170000
"UClzDIMsdz5O5hHNz4iRgGTw",2170000
"UCdnEydAOGD3yGyj1ZUIawOQ",203
"UCIAkogDtJSIkoRwfvb39Eog",57800
"UCQFJhAPACRwPd9Thy-h5gCw",27500
"UCK4IlIifmhZGq0aS4WP0NVg",484000
"UCpxdGwLq63mkJUk242X2-jw",2310
"UCzhHoXc3rJguuzrClrhlpqg",5890
"UC7wgPEGIa0chVyyz5Twuy1g",43000
"UCOEduNLe40YlkehEad0VZ0Q",624000
"UC9ZKqeTZHS836nn3W__nR_A",49500
"UCaeT8C5Qbzal2AKnqyvRubw",1130
"UC0s0MXTQ-D8k2roeIPtn64Q",88
"UCvLrLb_XvRUEP--YGuJAwiA",870000
"UCjUUhyQe-buch9me5PXZP6w",509000
"UCg742QtMbJCDC2Vb3ZDFOMg",14300
"UCVq5kqpJijQQeAn8BPjtyTQ",2240
"UC7TcLTYyaMcVPBTjG-hV6iA",876
"UComx7IiaXphuFixf8pDAR1g",5920
"UCS3MzNJoV-rq2sg_VYt54Sg",120000
"UCED9riFvvD48W5y228AsL0g",26400
"UCLeb1TMqCQcoAHvp1rnBoQA",609000
"UCELqcb_10TtS9WZZShdbQ4w",302000
"UClPzMXh4d5baHqR_tSeiagw",2010000
"UCADaBeM0qiKEZIw9_OuYmuA",114000
"UCa7XAqQh4gzBgPGwTTF0ofg",14900
"UChIlR_Uhv1366IAxT1ORbTA",18400
"UCkdanQELV0itaAYmMlv3x_g",28200
"UCmh7afBz-uWwOSSNTqUBAhg",1600000
"UCfbPQcdF5an7ui8bwwry1Cw",93900
"UCvELSQ12apCFzDZS5hYZLuQ",38
"UCdfJW3L7tmALtMIHSLXjjeA",3250
"UCFVM8zEvn7tSHU2JenYaq1Q",1070
"UCnJjcn5FrgrOEp5_N45ZLEQ",9290000
"UCj-W24warXzujZPE179ziXw",63700
"UCNRtEGhlDMRNg9rCY-ZhC6A",44900
"UCttaiawOR1n05CJqmaf0uPw",413000
"UCk68Jzfc8ByeiaaLqehTvpw",41400
"UC4WxuNIjWWvkpybaBf1siVQ",76700
"UCZZo2jEVm4lui8eLmoV8ICw",109000
"UC51x46CNzsP_OCFgXd0my8g",412
"UCtbMhgpoN_NU-i_mGsMCQfw",2120000
"UCyCd6D3qR71WBACDrNy0_UA",4170
"UCl8VUJ1ZGkyjHmeMr2S32Lw",248000
"UCd44IUIRJPTRvW4c1jjzfRw",615
"UCGlqS-TumAc8Te38xO7cbGA",205000
"UC6IMI_my_euYVZBDTF7X1-Q",356000
"UCgcVfgkzo4oBgSdPCB0B2Cg",37200
"UCQCPpWL0VipYYxe8jcBK3CQ",5540
"UCotpsO5-apJVUfsiieSb71g",151000
"UCm25B-q8YzvEOV0FyDWzsmQ",157
"UCV_21anu5eQ1i3EYLr_noMw",274
"UCkyrSWEcjZKpIwMxiPfOcgg",2740000
"UCaWhMr24lXlBatWGMh9yAdg",199000
"UCV6KDgJskWaEckne5aPA0aQ",4700000
"UCJB91ZhAn-T9ZbZyyZSjreA",100000
"UCYZz3NMgEEhvQ5o3Y7roV8w",31000
"UCD5KJL8nE34TgHJlX2mbVrA",4690
"UCIMQkGYX0MBZstb_19FeECg",444000
"UCLD67drSW4uYRDn79JG38NA",6540
"UCuj9FPPVBUUTNlBkVFdQXHg",264000
"UClnDI2sdehVm1zm_LmUHsjQ",2380000
"UCO6kzQ-7wcG0x8W5LpBA9RQ",240000
"UCI3h674Zg99ChgWd2GfG5cQ",36000
"UCFShMxz1TWQT6I9-Gl7oz0Q",255000
"UCqsjRipOhfRhv3_JRAsYQgQ",517000
"UClY0si5ZuhSfAz6utYgdHGA",3950
"UC1vW6q6OR_1-C1qPVur8KOA",203
"UCgaAXFKX1k2sIDrMRPzDJdw",76500
"UCYrLnc49rONUkdghzR6xt6Q",14700
"UCdiXH7E0B8DZUthUxUtSlAg",4540
"UCPiHWFQ8kKqDQCbNHuY_SLQ",23600
"UCnB2TZM0IXRK1_7-4Zceqfg",10700
"UCMDi1RqYolnRZGep86Zw7Fw",14700
"UCIRPDoWlTPtMapZN-e3ZZsw",41800
"UCExubHeOwdltU-DaxtvL7aw",15900
"UCLNll-zgxjL1djwDSnlybOQ",39000
"UC0biVBs85f8c6DzJDBHePCg",205000
"UCXcMEuLWTxA2D8IZcfouBiA",2010000
"UCmFKAieGm53MMaPvGMp5Tiw",67
"UCeqmF5EwvT7ASyJukZmrShA",1360000
"UCwO-UgquohXwoe7f0e6lMnw",1500000
"UC2pS5RFaKu75SMHJS9mrrEA",1800
"UClP_Xe2xy98Azo-arUdTEsw",203
"UC_vU4O3cgXjw5VMa5e5qRTA",4190
"UCu_ErVN1m7Gbq_j2gkuasng",955
"UCPWEIH_IfcGqbWV89o84afA",6800
"UCDqchFCm3HNLAob6OpsLWLw",281000
"UCLUI1WQGPiW5yyiRa6OQOoA",14900
"UCKtMEqH21b8nCgIPyiZK3Lg",2740000
"UCpSsc4xjUvrg7hdpm0cHWXg",55500
"UCbcftHZwlbQZ3wejH0zaghQ",97500
"UCDtumXiQZkybLUbcFpRB7Tg",848
"UCg-R6s7itDIrcPSm-lAZSIg",187000
"UC4wMbVg3Z_utEcNulRtwkyQ",60500
"UCBZruTQvKbHH6EpPWIULrmw",29000
"UCzL6rJhkoXkIt0fCv9T9_uA",18000000
"UCxAICW_LdkfFYwTqTHHE0vg",11000000
"UCGlv0i0qIp9WjS_0AlJy-BQ",82600
"UCBEEJQNSba_6ywEQT8Gkugw",5290
"UCD2SNRlEjxJODlwaKx-BoRw",1110000
"UCzNksAnyZMX8TpTzT2-Vfjg",25900
"UCdQIsVw03DYKw1-0rju591A",132
"UCaMQa1rB7Zz-cw9FI1ju1Fg",579000
"UCDzKoswdoKpvxKKspgq-BBg",1030
"UCbQ4fbi0fy3d6Hb7q2FIATw",789000
"UCsZdouKOxtuc0dNhwRvz8Iw",2440
"UCNwGZ02A8yDcMuJhxS7gt4Q",4800
"UCuATZCHg4KFbVUbq09z0W-A",882
"UC8FVpss0vuuT5t1WP6w233A",15900
"UC1oUAE7Bj5o6zEGm0Hq4BdA",598
"UCfrL3Vjt370Ea81EqkVGW3Q",1440
"UCQFRp8CU8hFXcq47qhxTdaQ",69300
"UC1mKCTwgANznxmDs9OgGw_Q",68
"UCHzrhpzC6ZI26-T0lGlvGAw",5400
"UCUmhg3QldZiYoO9mKGpumBA",19800
"UCctfIbo24UITlmfJbednOqA",439000
"UCTMk4C1-CnQTktdVTDIY12g",1060000
"UC9ha3sh4YTCSK83dH6OlWTw",176000
"UCp3u2i9bS-1iPMbF0IN9Y8Q",140000
"UCxzJt2_zN9_mnIWg0A0tnRA",2720000
"UClgeJ9Pb0P6-JyvLIcHIYng",226000
"UCshpG6qfyV-f-yZETex4gcw",180000
"UC5224BOXVoTr84if0wyZR4g",115000
"UCFXCGN9-roeqdFAatAwG8ew",954000
"UC85QlXFRdNTuW6Tj8zAfH-Q",35700
"UCvsVhPrCldRzRVchF4Zan9w",97000
"UCtQvv0QrY7_W49gtIPSDWdg",59000
"UC-hWvVvE-crFl5vg5G8QbqA",955000
"UC-eegKVWEgBCa4OzjnK_PtA",797000
"UConGKshNVlXQYgXOWMQ5IGg",6640
"UCT_V1JuzH4TXkUGHJu2iNlA",369000
"UCa0pR8IGJ_FqC2ASCSVy6nw",3200
"UCL9lTjU0Ej-IONA2UB4_aGQ",2820
"UC9bZAoR7AdfEkGs5KzFaPHw",1000000
"UC2ySPiV4DZp58qQ4KES2o1g",27800
"UCkO2pAIqxR_rH93RWs1dDpQ",20400
"UCK3Rb3wUNbTshBWdbdSinmA",5920
"UCKucFT4pW3qz8qRdKc-w5gg",85300
"UCOyuH6LXloyQOeKTOtCZRrA",59200
"UCo63XVjbwexM89TSvoi2zVA",191
"UCyKlcayeNPgJ_05ItVRLy2g",1160000
"UCOVphU8U6c9min8nba8lXRw",8380
"UC9OQCAPt1w9rz-lFWCqhn1A",1540
"UCDgGg_FCzNIDPUu517_Dt3Q",26900
"UC9cMapj2zFk0LR4fiRx2HlA",209000
"UC6xsHQseNXpt04psZTA9ERg",14200
"UC6JHxfzsEstMLlFPZ3WpZaw",3830
"UC9n-9c27OFJfYmneIuRwi3Q",1000
"UCnddmx17rjJK-yicbG6ZGCQ",824
"UCZw6_bcNkutNnjO6nsUhEcQ",47800
"UC8FJleP9z6FgHy-YqS3SRZQ",395000
"UC0bCUnP5RrkJZUtd3bBz6Kw",347000
"UCCJRFl1Qjo83GG_09U-DIBA",7900000
"UCET3BoQ9qHtqi-HAAzi8_-A",242000
"UCj7tu0IbK8lluv5jwSXWdLQ",70300
"UCuf9I2DBrN2E1fP5hTdMKlg",966000
"UCUv9pxNBIZLjYKrhaK_RqOw",264000
"UCUzEzP63xBxsmsh8UPryKOQ",32400
"UChqj4Jg3avpM_MgG4jCCNOg",77800
"UCkPEq141pagEJZ1t1bAk3Uw",43800
"UCNGqNGPHPbpfaj8EjMOHxbg",383000
"UCE7FJHXxNl2pPGGgeJkI6zg",105000
"UC5U68CWHSX5CgJM2P1d9rhg",75300
"UCtYrkz2h30mePhXA9L7RUzg",56500
"UCTMt4MU1jB8VGmfkRCGdTyA",38300
"UCwpDj5ZRfVYefwmA2FnlwKw",111000
"UCMt12mtjz_GgvxLh-EBOZZw",7270
"UCR1D15p_vdP3HkrH8wgjQRw",3960000
"UCWX4jkNm7n6iQnktbcvsePg",3400
"UC_CXy1O0MIKYj9jTlro-uEg",480000
"UCZDi95PJ6VmWtQAScA9Rh-w",356000
"UCosF-tFfrzn6NZIYFZNfFLA",1140
"UCeeGtvJB9TY99QQhY04tXdw",3790
"UCiXv2shRhYRe2M744VkXgGQ",128000
"UCAAmkc2sRESFoEtiKRTaTRA",288000
"UCVegc5su_rzqA17hDn0mKXQ",32200
"UCnuLxHO1qBWv9S-OreiKQyQ",2310
"UC2KTnJj2pk_8DeQLhG3v5aw",590000
"UCUuDY1vqHMDN6lp_vbaGcHQ",1380000
"UCsSdGsFs8Cby3oxiMHTCNEg",2020000
"UC5sc1ysFs7RfjjEFMuQ3ZQw",610000
"UCetAQCYoN2AoufQ1XeSpd2A",653000
"UC2ufv48-2TiQDMulumMzIFA",58600
"UC74bcC7aGRNz4KoRpJsJNEw",3080000
"UCk8gtaDiah97_aG45g2b7uQ",347000
"UCq6FZjkHVr1offxr8Ah3KXQ",163000
"UC4c9N8UjZ79wBnOPcggtv9g",48300
"UCxpCirrWQuf4LOldbblRH9Q",37000
"UCNgfzTHUaFqKxby9UKwZzwQ",52200
"UChR3MsIatl1VIMqkU0gm1_g",24700
"UC6ecR45cQZnGj5cyE7uexbQ",1710
"UCrcpw88HvKJ0skdsHniCJtQ",3110000
"UCxqlaTkUUp45DGo3mexxDgQ",139000
"UCYWv6kaH0uJUr4qlk051-ag",145
"UCbf0XHULBkTfv2hBjaaDw9Q",8030000
"UCCn62cYVpl0e_GN-yo1H9yQ",4370000
"UCmFb9AwtqS0_AIqBwdINydQ",353000
"UCS7hTKVM16QrzU61jPdc49Q",37700
"UCCH8iLcWX2jHrQxeEBjlqkQ",4280
"UCDENpSqz8pAEra4mu8RswMA",71100
"UChORY56LMMETTuGjXaJXvLg",5430
"UCg9efBQ1ZunG_0fQ6FLORqw",1290
"UCeO7GCjNtbp5JDcDVeEU19g",5320
"UCOuGATIAbd2DvzJmUgXn2IQ",23600
"UCbochVIwBCzJb9I2lLGXGjQ",5200000
"UCMfXktX6B6AzmgVk0LIJ45Q",3380000
"UCmS-9eY1-r-aWL3kMEQYJow",3890
"UCYcogyJ0RBPHvfw3X-5L0bQ",137000
"UC-wWJJgSAOkTRFsbbZ0v19w",22400
"UCZ6oAQreSL00zVdvcVXXziw",54300
"UCcHoItL3nwc6o-3K8LQoy8A",18600
"UC3zTg775EAaJxjeBW1tefRQ",839
"UCEPfvFFuCdO_8HND67WcThA",246000
"UChYvHsmLTk8_LSmfdMm7tVA",278000
"UCkFA5u66pL7SkoM6rTkZvrw",1370
"UCl7KXisYHdJNK0kppWGGglA",254000
"UCGG5IwJxpbrEqXbANUDLpBw",48800
"UCtexoW8u9tdb4xYebZm0EsQ",72400
"UC-f-EC3-yv-_Ok-m5Dd5akw",73400
"UCeMaUpUhqxi_H-R1-MKu8kw",12500
"UCflg3XRMMpUIgCBWEtbJQDQ",371000
"UCJ_o2EAK-OAI_wlfGqJC_Sg",2000
"UCb4AW4DtF_iS4_eNuTgEgRA",4630000
"UCKdALw0BErtqmGI2AUtbbhg",439000
"UCyUmevTef0H-pFaspmfTb3Q",183000
"UCJLlbBQK-Tda8mrNGGaL0kQ",22000
"UCHXbDmbswY3xNOmzr5O3zgA",92300
"UCngtmkW9fC4jyfrHbjCevsA",130000
"UCekVsNUCMxOoALNNpioe5iA",903
"UC531MlZA5LUbeGwEN_zcppw",8440000
"UCVoO9UcA55JS6FmkIQ_02yA",29300
"UC4YGjvz3PrIH2N8drZ-JFJg",23000
"UCiZ47iCEOmqsyZU_6XP9ekg",603000
"UCu4N6WuIt6CgJDgoNcO1ouQ",26700
"UCPA68H7Tv-HPviroayfqTYQ",11300
"UCPfJ3ioE4cea5JPIoenYlSQ",38800
"UCC6sWkXNQqyS2r6u6xQ_GdQ",1960000
"UC0mthbFRIm_uYkkzMX09sJw",81500
"UCJcc1x6emfrQquiV8Oe_pug",247000
"UCSyJ1WvirdmrMY8rpnT41LA",28200
"UCRMWKH5U_5jI_a7dX5LiKjQ",623
"UCRqwrfo0RW7q0cwLbxLqTHw",439000
"UCqsBym4OHrzSp0Nq1eZoMIA",7900000
"UCqr5EU6oQXTgkiLicaeuWng",538
"UCturmG-MSMEpG3zAo4H6Spw",818000
"UCs1jka0xSkVWW9SAkBO3A5Q",13800
"UCccsqbq9bRxrQuNkT5RAjxA",5200
"UC1RLq1_cYf4BkeQ3v3V54Bg",2540
"UCIkjI9co_gbFPcnpov5IL9w",6110
"UCDpizrTpojge7WbYU4J40EQ",140000
"UCOWcZlAbu-3jp9ILyZMOZsA",53300
"UCngqH-RBaa7CeVMFQvUylmA",214
"UCOOs60UsjJEiApuPphfSKvw",1250
"UCebE_0zFym2azBlcXBbag1w",3940
"UCNFZ_RT98Ri4i-N5eL7IH5w",26700
"UCRLbrE3FKPGDZNLtCVNLnQg",509000
"UCtkxb6ZnhcF2ZkCgQzNvftQ",1460000
"UCSoc4XAihwzAA7p29tpAu9A",320000
"UC4zue31YVinTR_V1MtrgNdw",73500
"UCEVRlkXYhvrtfdqRNvydl3w",172000
"UCNBbCOuAN1NZAuj0vPe_MkA",3130000
"UC8nhd-qEBMmFs-DkhBaQwww",544000
"UCT0rOc806XVnVarvG4usLkw",4550
"UCjsc9izKMbSmvPLeIFO8gag",1290
"UC9IQhNgS43lmUdU-KdGyb0A",2200000
"UCRwA1NUcUnwsly35ikGhp0A",7550000
"UCJg9yUgjvt4i83De3DVAVFA",100
"UC7fnz7139CGSdtHWaPMCpIw",102000
"UCDtZ86j7kntCC2kfoFoOv8Q",813000
"UCvBqzzvUBLCs8Y7Axb-jZew",882000
"UC6oTTVQ1XtNodrn2MlcgIPw",1370
"UCloCsWyyKOEJ6UeEqiG4vqw",442000
"UCh7eeSxQbf6AdAzNvh8lkrQ",636000
"UChNwwhwV-WwmK5J5ws0rDDA",92
"UCznfUpB4klhAZEHKyT7iYuA",55500
"UClFPqi6JjYn9QAsUIjGpX_g",601000
"UC8GTe3Wn7dtWXf3B_v5gm9w",1110000
"UCPYJiiMoA0yOMHI-aiB44RQ",39000
"UCY0E4ica6wu4I8kXXyouB6w",296000
"UCDxaC1zOQyWkXCIPlD8XoOw",780000
"UC9V1wqW7gsbiu_bQZr75o-w",2890
"UClljAz6ZKy0XeViKsohdjqA",1080000
"UCA9IJ0GhYcbSst7C6cQWrKw",761000
"UCVNcxd__P11Smgz8t0PjhGQ",85200
"UCFNRLTPU9263dTOYgrVcnHw",140000
"UCfcEuQbMpFCAuDW9yutxmbA",594000
"UCY-lIcAfVP566LqztO7Eghg",6980
"UCobspf4Rl8k0WawCT-ivUMw",80600
"UCz2pmzVJkW78zzUNIN0GeTQ",428000
"UCvZ0P9-EmGz6SFUuFiZPXKw",4740000
"UC_411c7IuI3loT8hbT-UqTA",15200
"UCGglTkQEIBnOr3urMuxEkUw",3520
"UC-mxnplD2WcxualV1Ie0pjA",1000000
"UCaj53l_4tT1m5DfsxLtcxpQ",1500000
"UCPH9W_9ZDQ1gemcCaIxOvCw",1130000
"UCmr3o1qzJCi--KqLaSoQWJg",41200
"UCa7HijNFKY2aXkIBAGIQ-yg",234000
"UCv5jLpclPec6Few5yocwldA",7780
"UClaocHK4821BLFUHdIT_Q-Q",38400
"UCSMqateX8OA2s1wsOR2EgJA",739000
"UC_zmPqauxanOAGszXfdipEA",368000
"UCmD3S0dj5mVI4KlcYEMvmYQ",15800
"UCG9yC-u2QthyDtfR_UdOKLA",747000
"UCTSdgjy509mgNBfAa4MQ3gw",29200
"UCqds-oiUv_tnXs3yCTv8r3g",43300
"UCYenDLnIHsoqQ6smwKXQ7Hg",8360000
"UC7qC1VrLkYA4Wyaws7z7eyg",1700000
"UCp1JDmORpR7wxtvCijaSF8w",2700000
"UCq7feDLjB3IPSmAwcAgmTow",74300
"UCGRa7b_a7tl5QSjgfheCSdw",4510
"UCTBcWhmMiQlh2a07YTI15uw",276000
"UCqTwe9UPCwByc-_lCs_3k8g",2620
"UCMb5KCfOLIYZNQzD3622c-Q",276000
"UComl1gAjeqAAiRR6s3ae73w",3190
"UCFdfjewlPohvgY50CyXXtmg",18000
"UC7412V1bvqpnyOudo-GAIvg",806000
"UCNPdmQb1CkYd-02btbdA79g",818000
